datetime,AccX,AccY,AccZ
,-0.024,-1.004,0.071
,-0.018,-1.002,0.075
,-0.023,-1.006,0.07
,-0.02,-1.002,0.072
,-0.019,-1.001,0.073
,-0.024,-1.005,0.069
,-0.018,-1.002,0.075
,-0.021,-1.004,0.07
,-0.022,-1.002,0.071
,-0.019,-1.001,0.074
,-0.024,-1.003,0.069
,-0.02,-1.002,0.073
,-0.019,-1.002,0.073
,-0.024,-1.005,0.069
,-0.017,-1.004,0.075
,-0.021,-1.003,0.072
,-0.022,-1.0,0.07
,-0.018,-1.0,0.073
,-0.024,-1.005,0.068
,-0.02,-1.007,0.074
,-0.021,-1.008,0.072
,-0.023,-0.995,0.069
,-0.018,-1.009,0.074
,-0.021,-1.002,0.071
,-0.023,-1.008,0.071
,-0.019,-0.989,0.073
,-0.026,-1.006,0.068
,-0.019,-1.003,0.076
,-0.019,-1.008,0.072
,-0.022,-1.001,0.071
,-0.018,-1.0,0.073
,-0.023,-1.004,0.071
,-0.02,-1.007,0.072
,-0.018,-1.003,0.073
,-0.022,-1.005,0.07
,-0.02,-1.0,0.073
,-0.021,-0.997,0.072
,-0.022,-1.003,0.072
,-0.019,-1.004,0.073
,-0.021,-1.009,0.072
,-0.021,-1.001,0.073
,-0.02,-1.0,0.073
,-0.023,-1.003,0.071
,-0.021,-1.005,0.072
,-0.021,-1.003,0.072
,-0.021,-1.001,0.07
,-0.02,-1.001,0.073
,-0.022,-1.005,0.072
,-0.021,-1.004,0.073
,-0.02,-1.003,0.071
,-0.023,-1.002,0.071
,-0.019,-1.001,0.073
,-0.021,-1.003,0.071
,-0.021,-1.003,0.071
,-0.02,-1.001,0.071
,-0.021,-1.0,0.071
,-0.021,-1.0,0.073
,-0.021,-1.002,0.072
,-0.022,-1.003,0.071
,-0.02,-1.002,0.073
,-0.021,-1.0,0.072
,-0.021,-1.001,0.073
,-0.02,-1.002,0.072
,-0.022,-1.004,0.072
,-0.021,-1.004,0.074
,-0.021,-1.002,0.071
,-0.021,-1.003,0.072
,-0.02,-1.004,0.073
,-0.02,-1.002,0.072
,-0.021,-1.004,0.073
,-0.02,-1.003,0.071
,-0.021,-1.002,0.071
,-0.02,-1.002,0.073
,-0.021,-1.003,0.071
,-0.022,-1.001,0.072
,-0.021,-1.003,0.072
,-0.021,-1.002,0.072
,-0.02,-1.003,0.073
,-0.021,-1.002,0.071
,-0.022,-1.004,0.072
,-0.02,-1.002,0.073
,-0.022,-1.004,0.072
,-0.021,-1.003,0.073
,-0.021,-1.004,0.072
,-0.023,-1.003,0.071
,-0.019,-1.002,0.074
,-0.021,-1.002,0.071
,-0.02,-1.002,0.074
,-0.022,-1.005,0.07
,-0.019,-1.004,0.073
,-0.021,-1.005,0.073
,-0.022,-1.003,0.071
,-0.018,-1.002,0.075
,-0.022,-1.003,0.071
,-0.021,-1.003,0.071
,-0.02,-1.002,0.074
,-0.023,-1.005,0.071
,-0.019,-1.002,0.073
,-0.021,-1.002,0.072
,-0.022,-1.003,0.07
,-0.018,-1.003,0.075
,-0.022,-1.004,0.071
,-0.022,-1.003,0.073
,-0.018,-1.003,0.074
,-0.023,-1.003,0.07
,-0.018,-1.002,0.074
,-0.021,-1.002,0.071
,-0.023,-1.003,0.07
,-0.018,-1.003,0.075
,-0.022,-1.004,0.07
,-0.021,-1.004,0.072
,-0.02,-1.001,0.074
,-0.024,-1.003,0.071
,-0.019,-1.0,0.075
,-0.021,-1.001,0.072
,-0.022,-1.003,0.07
,-0.017,-1.0,0.075
,-0.022,-1.004,0.072
,-0.02,-1.003,0.072
,-0.018,-1.003,0.075
,-0.024,-1.005,0.07
,-0.018,-1.002,0.074
,-0.021,-1.004,0.073
,-0.023,-1.005,0.071
,-0.018,-1.002,0.075
,-0.022,-1.003,0.071
,-0.021,-1.003,0.072
,-0.018,-1.003,0.073
,-0.025,-1.006,0.07
,-0.019,-1.003,0.074
,-0.021,-1.002,0.073
,-0.023,-1.003,0.07
,-0.018,-1.002,0.073
,-0.022,-1.005,0.071
,-0.021,-1.002,0.072
,-0.019,-1.001,0.073
,-0.024,-1.003,0.07
,-0.018,-1.003,0.073
,-0.021,-1.002,0.071
,-0.023,-1.003,0.069
,-0.017,-1.001,0.075
,-0.022,-1.003,0.072
,-0.021,-1.003,0.071
,-0.018,-1.0,0.074
,-0.024,-1.004,0.07
,-0.019,-1.002,0.073
,-0.02,-1.001,0.072
,-0.023,-1.004,0.07
,-0.017,-1.001,0.074
,-0.021,-1.003,0.071
,-0.021,-1.006,0.072
,-0.019,-1.003,0.074
,-0.024,-1.004,0.071
,-0.02,-1.002,0.074
,-0.018,-1.002,0.073
,-0.022,-1.003,0.07
,-0.02,-1.001,0.072
,-0.021,-1.002,0.071
,-0.021,-1.003,0.072
,-0.019,-1.001,0.073
,-0.023,-1.004,0.07
,-0.02,-1.002,0.072
,-0.02,-1.002,0.073
,-0.024,-1.003,0.071
,-0.019,-1.003,0.075
,-0.021,-1.003,0.072
,-0.021,-1.003,0.071
,-0.018,-1.001,0.074
,-0.022,-1.004,0.072
,-0.02,-1.003,0.073
,-0.019,-1.002,0.072
,-0.022,-1.004,0.071
,-0.02,-1.002,0.073
,-0.021,-1.003,0.072
,-0.021,-1.003,0.072
,-0.018,-1.002,0.073
,-0.021,-1.004,0.071
,-0.02,-1.003,0.073
,-0.02,-1.002,0.074
,-0.022,-1.002,0.073
,-0.019,-1.002,0.073
,-0.021,-1.003,0.071
,-0.021,-1.003,0.072
,-0.02,-1.002,0.072
,-0.021,-1.002,0.071
,-0.021,-1.003,0.072
,-0.02,-1.003,0.072
,-0.021,-1.001,0.072
,-0.02,-1.001,0.073
,-0.022,-1.0,0.071
,-0.021,-1.001,0.073
,-0.02,-1.002,0.073
,-0.022,-1.002,0.072
,-0.019,-1.001,0.073
,-0.021,-1.003,0.071
,-0.021,-1.003,0.073
,-0.019,-1.004,0.073
,-0.021,-1.004,0.071
,-0.019,-1.002,0.073
,-0.021,-1.003,0.072
,-0.022,-1.003,0.072
,-0.02,-1.003,0.073
,-0.021,-1.003,0.071
,-0.021,-1.002,0.073
,-0.02,-1.004,0.073
,-0.023,-1.004,0.07
,-0.02,-1.004,0.073
,-0.021,-1.003,0.073
,-0.021,-1.002,0.072
,-0.018,-1.003,0.074
,-0.022,-1.003,0.071
,-0.021,-1.003,0.072
,-0.019,-1.001,0.074
,-0.022,-1.001,0.069
,-0.019,-1.002,0.073
,-0.02,-1.002,0.072
,-0.019,-1.002,0.074
,-0.023,-1.005,0.07
,-0.021,-1.005,0.072
,-0.019,-1.002,0.073
,-0.022,-1.004,0.07
,-0.02,-1.003,0.073
,-0.02,-1.004,0.072
,-0.022,-1.004,0.071
,-0.019,-1.003,0.074
,-0.022,-1.006,0.071
,-0.021,-1.004,0.072
,-0.017,-1.002,0.074
,-0.024,-1.004,0.069
,-0.02,-1.002,0.072
,-0.02,-1.003,0.074
,-0.023,-1.005,0.07
,-0.018,-1.001,0.074
,-0.022,-1.003,0.071
,-0.022,-1.005,0.071
,-0.017,-1.001,0.075
,-0.023,-1.002,0.07
,-0.02,-1.002,0.071
,-0.018,-1.0,0.073
,-0.024,-1.002,0.07
,-0.018,-1.0,0.075
,-0.021,-1.001,0.072
,-0.023,-1.003,0.07
,-0.017,-1.002,0.075
,-0.022,-1.003,0.07
,-0.021,-1.003,0.072
,-0.018,-1.002,0.075
,-0.025,-1.005,0.07
,-0.019,-1.002,0.074
,-0.02,-1.003,0.072
,-0.023,-1.004,0.07
,-0.017,-1.002,0.075
,-0.022,-1.003,0.071
,-0.022,-1.003,0.072
,-0.017,-1.0,0.074
,-0.024,-1.006,0.069
,-0.019,-1.004,0.073
,-0.02,-1.001,0.073
,-0.023,-1.004,0.069
,-0.018,-1.001,0.074
,-0.021,-1.004,0.071
,-0.022,-1.004,0.07
,-0.018,-1.002,0.074
,-0.023,-1.004,0.07
,-0.021,-1.002,0.072
,-0.019,-1.0,0.073
,-0.025,-1.003,0.069
,-0.019,-1.0,0.074
,-0.021,-1.001,0.073
,-0.023,-1.002,0.07
,-0.017,-0.999,0.073
,-0.023,-1.002,0.07
,-0.022,-1.001,0.073
,-0.018,-1.002,0.074
,-0.024,-1.004,0.069
,-0.018,-1.003,0.073
,-0.019,-1.003,0.073
,-0.024,-1.004,0.07
,-0.018,-1.002,0.074
,-0.022,-1.003,0.071
,-0.021,-1.002,0.072
,-0.017,-1.002,0.074
,-0.024,-1.006,0.07
,-0.02,-1.003,0.073
,-0.02,-1.002,0.074
,-0.023,-1.004,0.07
,-0.018,-1.002,0.074
,-0.021,-1.003,0.071
,-0.022,-1.004,0.072
,-0.017,-1.001,0.073
,-0.023,-1.004,0.07
,-0.021,-1.005,0.072
,-0.019,-1.003,0.073
,-0.023,-1.002,0.069
,-0.018,-1.0,0.073
,-0.021,-1.002,0.073
,-0.024,-1.006,0.072
,-0.019,-1.005,0.075
,-0.022,-1.004,0.07
,-0.019,-1.001,0.072
,-0.017,-1.0,0.073
,-0.023,-1.004,0.07
,-0.02,-1.003,0.073
,-0.021,-1.002,0.073
,-0.023,-1.005,0.071
,-0.018,-1.004,0.073
,-0.02,-1.004,0.07
,-0.021,-1.003,0.071
,-0.019,-1.001,0.074
,-0.022,-1.005,0.072
,-0.021,-1.004,0.072
,-0.021,-1.005,0.072
,-0.023,-1.005,0.071
,-0.019,-1.001,0.074
,-0.021,-1.001,0.07
,-0.021,-1.003,0.07
,-0.019,-1.002,0.074
,-0.024,-1.007,0.072
,-0.021,-1.005,0.072
,-0.019,-1.001,0.072
,-0.022,-1.002,0.07
,-0.018,-1.001,0.073
,-0.02,-1.003,0.072
,-0.023,-1.003,0.072
,-0.019,-1.004,0.074
,-0.022,-1.006,0.072
,-0.022,-1.006,0.073
,-0.018,-1.002,0.072
,-0.021,-1.0,0.069
,-0.018,-1.0,0.072
,-0.019,-1.002,0.074
,-0.024,-1.009,0.073
,-0.021,-1.008,0.073
,-0.022,-1.001,0.071
,-0.019,-0.999,0.07
,-0.016,-0.997,0.072
,-0.022,-1.003,0.071
,-0.022,-1.007,0.074
,-0.021,-1.005,0.075
,-0.023,-1.005,0.072
,-0.018,-1.002,0.073
,-0.018,-1.0,0.071
,-0.021,-1.002,0.072
,-0.02,-1.002,0.073
,-0.025,-1.004,0.072
,-0.021,-1.006,0.074
,-0.021,-1.001,0.071
,-0.019,-0.999,0.072
,-0.021,-0.999,0.072
,-0.022,-1.004,0.07
,-0.018,-1.003,0.073
,-0.022,-1.006,0.072
,-0.022,-1.006,0.074
,-0.018,-1.004,0.072
,-0.021,-1.0,0.069
,-0.018,-0.997,0.07
,-0.018,-1.002,0.072
,-0.025,-1.008,0.073
,-0.021,-1.008,0.075
,-0.022,-1.005,0.072
,-0.02,-1.001,0.07
,-0.017,-0.997,0.071
,-0.02,-1.0,0.07
,-0.021,-1.004,0.075
,-0.022,-1.008,0.075
,-0.025,-1.01,0.073
,-0.02,-1.001,0.071
,-0.016,-0.996,0.068
,-0.017,-0.997,0.071
,-0.02,-1.003,0.074
,-0.026,-1.01,0.074
,-0.026,-1.009,0.073
,-0.019,-1.003,0.071
,-0.019,-0.999,0.07
,-0.015,-1.0,0.073
,-0.021,-1.002,0.073
,-0.026,-1.006,0.073
,-0.023,-1.006,0.073
,-0.021,-1.005,0.071
,-0.019,-1.005,0.07
,-0.016,-1.003,0.073
,-0.023,-1.002,0.07
,-0.022,-0.999,0.073
,-0.022,-0.998,0.071
,-0.021,-1.004,0.071
,-0.02,-1.009,0.073
,-0.022,-1.008,0.073
,-0.022,-1.001,0.072
,-0.019,-0.993,0.07
,-0.019,-0.995,0.069
,-0.021,-1.002,0.072
,-0.021,-1.009,0.074
,-0.026,-1.01,0.074
,-0.022,-1.004,0.073
,-0.017,-0.998,0.069
,-0.02,-0.998,0.068
,-0.015,-1.0,0.072
,-0.023,-1.008,0.073
,-0.026,-1.012,0.075
,-0.022,-1.009,0.073
,-0.021,-1.002,0.068
,-0.015,-0.996,0.07
,-0.016,-0.996,0.071
,-0.024,-1.006,0.073
,-0.026,-1.012,0.076
,-0.025,-1.008,0.072
,-0.021,-1.002,0.07
,-0.011,-0.997,0.071
,-0.017,-1.0,0.07
,-0.022,-1.003,0.072
,-0.025,-1.004,0.074
,-0.027,-1.004,0.071
,-0.019,-1.003,0.072
,-0.015,-1.002,0.07
,-0.019,-1.004,0.072
,-0.02,-0.999,0.074
,-0.025,-0.999,0.072
,-0.023,-1.002,0.071
,-0.016,-1.007,0.073
,-0.02,-1.01,0.072
,-0.018,-1.006,0.074
,-0.02,-1.0,0.073
,-0.025,-0.998,0.07
,-0.018,-0.998,0.071
,-0.02,-1.006,0.072
,-0.022,-1.01,0.074
,-0.02,-1.007,0.075
,-0.021,-1.003,0.071
,-0.018,-0.999,0.069
,-0.017,-0.997,0.068
,-0.021,-1.001,0.07
,-0.023,-1.007,0.075
,-0.022,-1.01,0.075
,-0.023,-1.006,0.071
,-0.016,-0.999,0.071
,-0.018,-0.996,0.07
,-0.021,-0.999,0.072
,-0.021,-1.005,0.075
,-0.025,-1.01,0.072
,-0.02,-1.008,0.072
,-0.017,-1.002,0.07
,-0.02,-1.001,0.07
,-0.02,-1.0,0.074
,-0.024,-1.003,0.074
,-0.025,-1.004,0.072
,-0.017,-1.002,0.073
,-0.019,-1.004,0.071
,-0.018,-1.006,0.073
,-0.021,-1.003,0.073
,-0.026,-1.001,0.07
,-0.021,-0.997,0.072
,-0.02,-1.0,0.07
,-0.02,-1.004,0.071
,-0.021,-1.006,0.074
,-0.023,-1.005,0.072
,-0.022,-1.0,0.072
,-0.017,-0.994,0.073
,-0.021,-0.999,0.07
,-0.02,-1.004,0.073
,-0.021,-1.009,0.074
,-0.025,-1.006,0.072
,-0.019,-1.0,0.072
,-0.02,-1.0,0.069
,-0.021,-1.002,0.071
,-0.02,-1.006,0.074
,-0.023,-1.007,0.073
,-0.021,-1.004,0.073
,-0.018,-1.001,0.071
,-0.021,-1.002,0.07
,-0.019,-1.001,0.072
,-0.022,-1.0,0.073
,-0.025,-1.003,0.072
,-0.019,-1.002,0.074
,-0.021,-1.005,0.069
,-0.02,-1.002,0.071
,-0.019,-1.0,0.074
,-0.021,-1.004,0.073
,-0.019,-1.003,0.071
,-0.021,-1.003,0.069
,-0.019,-1.001,0.075
,-0.022,-1.003,0.073
,-0.025,-1.004,0.073
,-0.019,-1.001,0.072
,-0.021,-1.001,0.068
,-0.018,-1.0,0.073
,-0.019,-1.005,0.074
,-0.025,-1.009,0.073
,-0.021,-1.003,0.073
,-0.019,-0.998,0.071
,-0.019,-1.0,0.07
,-0.017,-1.004,0.074
,-0.024,-1.009,0.073
,-0.023,-1.006,0.073
,-0.019,-0.999,0.073
,-0.021,-1.001,0.069
,-0.018,-1.002,0.073
,-0.021,-1.002,0.073
,-0.025,-1.004,0.072
,-0.02,-1.0,0.074
,-0.021,-1.001,0.071
,-0.02,-1.002,0.071
,-0.018,-1.001,0.073
,-0.024,-1.001,0.07
,-0.02,-1.0,0.074
,-0.019,-1.002,0.073
,-0.022,-1.005,0.069
,-0.019,-1.006,0.074
,-0.022,-1.003,0.071
,-0.023,-1.001,0.071
,-0.017,-0.998,0.073
,-0.021,-1.004,0.07
,-0.022,-1.007,0.071
,-0.02,-1.002,0.073
,-0.025,-1.001,0.07
,-0.019,-1.001,0.074
,-0.018,-1.002,0.072
,-0.022,-1.005,0.07
,-0.017,-1.0,0.072
,-0.022,-1.0,0.071
,-0.024,-1.006,0.073
,-0.019,-1.005,0.074
,-0.022,-1.004,0.068
,-0.019,-0.998,0.07
,-0.019,-0.997,0.073
,-0.024,-1.005,0.072
,-0.021,-1.005,0.074
,-0.021,-1.003,0.072
,-0.022,-1.0,0.069
,-0.016,-0.999,0.074
,-0.023,-1.003,0.071
,-0.022,-1.004,0.072
,-0.019,-1.004,0.074
,-0.024,-1.004,0.07
,-0.018,-1.002,0.073
,-0.018,-1.003,0.072
,-0.024,-1.005,0.071
,-0.019,-1.001,0.075
,-0.021,-1.001,0.072
,-0.022,-1.001,0.072
,-0.017,-1.003,0.074
,-0.023,-1.006,0.07
,-0.022,-1.002,0.072
,-0.019,-1.0,0.073
,-0.022,-1.003,0.07
,-0.018,-1.005,0.073
,-0.021,-1.006,0.073
,-0.024,-1.006,0.072
,-0.018,-1.0,0.074
,-0.021,-0.999,0.07
,-0.02,-1.003,0.07
,-0.018,-1.005,0.074
,-0.025,-1.005,0.07
,-0.021,-1.003,0.074
,-0.019,-1.002,0.072
,-0.021,-1.001,0.068
,-0.017,-0.997,0.073
,-0.021,-1.0,0.073
,-0.025,-1.005,0.072
,-0.021,-1.006,0.075
,-0.022,-1.007,0.071
,-0.021,-1.002,0.071
,-0.016,-0.998,0.074
,-0.023,-1.001,0.071
,-0.021,-1.006,0.075
,-0.023,-1.006,0.073
,-0.024,-1.004,0.07
,-0.016,-1.0,0.074
,-0.019,-1.001,0.071
,-0.024,-1.002,0.072
,-0.02,-1.0,0.073
,-0.024,-1.0,0.07
,-0.02,-1.0,0.072
,-0.017,-1.003,0.074
,-0.023,-1.007,0.07
,-0.02,-0.999,0.073
,-0.02,-0.996,0.071
,-0.023,-1.0,0.07
,-0.018,-1.005,0.075
,-0.023,-1.008,0.071
,-0.022,-1.005,0.072
,-0.018,-1.0,0.075
,-0.022,-1.001,0.069
,-0.021,-1.002,0.072
,-0.02,-1.003,0.072
,-0.025,-1.005,0.07
,-0.019,-1.003,0.074
,-0.02,-1.003,0.072
,-0.021,-1.003,0.071
,-0.017,-1.001,0.074
,-0.023,-1.002,0.071
,-0.023,-1.003,0.072
,-0.018,-1.003,0.074
,-0.022,-1.007,0.07
,-0.02,-1.004,0.072
,-0.02,-1.001,0.072
,-0.024,-1.001,0.07
,-0.019,-1.001,0.074
,-0.022,-1.005,0.071
,-0.022,-1.005,0.071
,-0.018,-1.003,0.075
,-0.024,-1.002,0.07
,-0.021,-1.001,0.071
,-0.02,-0.999,0.072
,-0.023,-1.002,0.069
,-0.02,-1.003,0.074
,-0.023,-1.003,0.07
,-0.018,-0.999,0.073
,-0.021,-1.0,0.071
,-0.022,-1.004,0.072
,-0.019,-1.003,0.075
,-0.023,-1.005,0.07
,-0.02,-1.003,0.074
,-0.02,-1.001,0.075
,-0.024,-1.003,0.07
,-0.018,-1.001,0.073
,-0.021,-1.001,0.071
,-0.023,-1.002,0.072
,-0.018,-1.002,0.075
,-0.021,-1.003,0.071
,-0.021,-1.002,0.071
,-0.019,-1.0,0.074
,-0.024,-1.003,0.071
,-0.02,-1.002,0.073
,-0.02,-1.004,0.072
,-0.023,-1.004,0.071
,-0.019,-1.0,0.073
,-0.021,-1.002,0.071
,-0.023,-1.004,0.071
,-0.018,-1.003,0.073
,-0.023,-1.005,0.07
,-0.021,-1.004,0.072
,-0.019,-1.003,0.074
,-0.024,-1.006,0.07
,-0.02,-1.002,0.074
,-0.02,-1.003,0.073
,-0.023,-1.005,0.072
,-0.018,-1.002,0.074
,-0.022,-1.003,0.07
,-0.022,-1.003,0.072
,-0.018,-0.999,0.074
,-0.023,-1.001,0.07
,-0.021,-1.003,0.073
,-0.019,-1.004,0.073
,-0.023,-1.006,0.071
,-0.019,-1.002,0.073
,-0.021,-1.001,0.073
,-0.023,-1.005,0.071
,-0.018,-1.005,0.074
,-0.022,-1.005,0.072
,-0.021,-1.003,0.071
,-0.019,-1.0,0.074
,-0.023,-1.002,0.07
,-0.021,-1.001,0.072
,-0.02,-1.001,0.072
,-0.022,-1.002,0.069
,-0.019,-1.002,0.073
,-0.021,-1.004,0.073
,-0.022,-1.004,0.072
,-0.018,-1.001,0.074
,-0.023,-1.005,0.071
,-0.021,-1.003,0.073
,-0.019,-1.002,0.073
,-0.024,-1.004,0.069
,-0.019,-1.002,0.073
,-0.02,-1.002,0.073
,-0.024,-1.004,0.07
,-0.018,-1.001,0.073
,-0.021,-1.003,0.07
,-0.023,-1.003,0.072
,-0.017,-1.002,0.075
,-0.023,-1.005,0.07
,-0.021,-1.002,0.072
,-0.018,-1.002,0.074
,-0.023,-1.004,0.069
,-0.019,-1.002,0.073
,-0.021,-1.002,0.071
,-0.023,-1.003,0.071
,-0.017,-1.001,0.075
,-0.022,-1.004,0.071
,-0.021,-1.004,0.071
,-0.017,-1.001,0.074
,-0.023,-1.002,0.07
,-0.02,-1.001,0.073
,-0.02,-1.001,0.072
,-0.024,-1.003,0.07
,-0.018,-1.0,0.075
,-0.021,-1.001,0.071
,-0.023,-1.003,0.071
,-0.017,-1.003,0.074
,-0.021,-1.004,0.07
,-0.021,-1.003,0.072
,-0.018,-1.002,0.074
,-0.024,-1.006,0.07
,-0.019,-1.004,0.074
,-0.02,-1.002,0.072
,-0.024,-1.004,0.07
,-0.017,-1.002,0.073
,-0.021,-1.004,0.071
,-0.021,-1.004,0.07
,-0.018,-1.001,0.073
,-0.023,-1.004,0.069
,-0.02,-1.002,0.072
,-0.019,-1.002,0.072
,-0.024,-1.003,0.071
,-0.018,-1.002,0.073
,-0.02,-1.001,0.072
,-0.024,-1.002,0.071
,-0.018,-1.0,0.073
,-0.023,-1.002,0.071
,-0.021,-1.0,0.072
,-0.018,-1.0,0.074
,-0.024,-1.004,0.069
,-0.019,-1.004,0.073
,-0.02,-1.001,0.073
,-0.023,-1.001,0.071
,-0.018,-1.0,0.074
,-0.021,-1.001,0.071
,-0.022,-1.002,0.07
,-0.017,-1.001,0.075
,-0.023,-1.003,0.07
,-0.019,-1.0,0.073
,-0.019,-0.999,0.073
,-0.023,-1.002,0.069
,-0.019,-1.001,0.072
,-0.021,-1.003,0.071
,-0.023,-1.005,0.071
,-0.018,-1.001,0.075
,-0.022,-1.003,0.069
,-0.022,-1.003,0.071
,-0.018,-1.003,0.073
,-0.024,-1.002,0.07
,-0.02,-1.002,0.073
,-0.02,-1.003,0.071
,-0.023,-1.004,0.07
,-0.018,-1.002,0.074
,-0.022,-1.003,0.071
,-0.017,-1.002,0.074
,-0.023,-1.006,0.07
,-0.02,-1.003,0.073
,-0.019,-1.002,0.073
,-0.024,-1.003,0.071
,-0.019,-1.001,0.074
,-0.021,-1.001,0.072
,-0.023,-1.003,0.07
,-0.018,-1.0,0.075
,-0.022,-1.005,0.071
,-0.021,-1.002,0.072
,-0.019,-1.002,0.074
,-0.024,-1.004,0.07
,-0.02,-1.003,0.073
,-0.02,-1.002,0.073
,-0.024,-1.004,0.07
,-0.018,-1.002,0.073
,-0.021,-1.003,0.071
,-0.022,-1.005,0.072
,-0.018,-1.002,0.075
,-0.023,-1.004,0.07
,-0.02,-1.001,0.072
,-0.019,-1.001,0.073
,-0.024,-1.004,0.069
,-0.018,-1.003,0.073
,-0.021,-1.002,0.071
,-0.023,-1.002,0.071
,-0.017,-1.0,0.074
,-0.023,-1.003,0.07
,-0.021,-1.004,0.072
,-0.018,-1.002,0.074
,-0.024,-1.004,0.07
,-0.019,-1.002,0.073
,-0.02,-1.001,0.072
,-0.024,-1.001,0.071
,-0.018,-1.0,0.074
,-0.023,-1.001,0.07
,-0.022,-1.003,0.071
,-0.017,-1.002,0.074
,-0.024,-1.003,0.07
,-0.02,-1.002,0.074
,-0.019,-1.002,0.073
,-0.023,-1.005,0.07
,-0.017,-1.002,0.075
,-0.022,-1.004,0.071
,-0.023,-1.004,0.071
,-0.018,-1.003,0.075
,-0.022,-1.004,0.07
,-0.02,-1.004,0.073
,-0.019,-1.003,0.074
,-0.024,-1.004,0.07
,-0.019,-1.003,0.075
,-0.02,-1.004,0.072
,-0.025,-1.004,0.069
,-0.018,-1.001,0.075
,-0.021,-1.002,0.071
,-0.021,-1.003,0.073
,-0.018,-1.001,0.074
,-0.024,-1.005,0.071
,-0.02,-1.002,0.073
,-0.02,-1.0,0.073
,-0.023,-1.002,0.07
,-0.018,-1.003,0.074
,-0.021,-1.004,0.072
,-0.023,-1.004,0.072
,-0.018,-1.003,0.075
,-0.023,-1.005,0.069
,-0.02,-1.003,0.074
,-0.019,-1.0,0.074
,-0.024,-1.002,0.069
,-0.018,-1.001,0.073
,-0.02,-1.002,0.072
,-0.023,-1.002,0.07
,-0.017,-1.001,0.074
,-0.021,-1.005,0.07
,-0.021,-1.004,0.071
,-0.018,-1.003,0.074
,-0.024,-1.005,0.07
,-0.02,-1.002,0.072
,-0.018,-1.002,0.073
,-0.023,-1.003,0.069
,-0.017,-1.002,0.074
,-0.022,-1.002,0.071
,-0.022,-1.003,0.07
,-0.017,-1.002,0.074
,-0.023,-1.005,0.069
,-0.021,-1.002,0.072
,-0.019,-1.002,0.073
,-0.024,-1.004,0.07
,-0.018,-1.001,0.074
,-0.021,-1.003,0.072
,-0.023,-1.003,0.07
,-0.018,-1.002,0.076
,-0.024,-1.003,0.07
,-0.021,-1.001,0.072
,-0.017,-1.0,0.074
,-0.024,-1.003,0.069
,-0.02,-1.001,0.074
,-0.02,-1.002,0.073
,-0.024,-1.005,0.07
,-0.018,-1.002,0.075
,-0.022,-1.004,0.072
,-0.023,-1.004,0.07
,-0.017,-1.004,0.075
,-0.023,-1.005,0.069
,-0.019,-1.003,0.073
,-0.019,-1.003,0.073
,-0.023,-1.004,0.07
,-0.018,-1.0,0.073
,-0.021,-1.002,0.072
,-0.023,-1.004,0.071
,-0.018,-1.003,0.075
,-0.023,-1.005,0.071
,-0.021,-1.004,0.072
,-0.018,-1.002,0.073
,-0.024,-1.005,0.068
,-0.018,-1.003,0.074
,-0.021,-1.004,0.073
,-0.024,-1.006,0.07
,-0.017,-1.003,0.074
,-0.022,-1.004,0.07
,-0.021,-1.004,0.072
,-0.018,-1.002,0.075
,-0.025,-1.005,0.07
,-0.02,-1.003,0.072
,-0.02,-1.003,0.073
,-0.024,-1.005,0.07
,-0.018,-1.003,0.074
,-0.021,-1.004,0.07
,-0.017,-1.001,0.074
,-0.023,-1.003,0.07
,-0.019,-1.002,0.072
,-0.018,-1.001,0.074
,-0.024,-1.002,0.069
,-0.019,-1.0,0.073
,-0.021,-1.003,0.072
,-0.023,-1.005,0.071
,-0.018,-1.002,0.075
,-0.022,-1.004,0.07
,-0.02,-1.004,0.071
,-0.016,-1.002,0.074
,-0.024,-1.005,0.07
,-0.02,-1.003,0.074
,-0.02,-1.004,0.074
,-0.023,-1.004,0.07
,-0.017,-1.0,0.075
,-0.021,-1.003,0.071
,-0.023,-1.004,0.071
,-0.018,-1.002,0.075
,-0.024,-1.005,0.07
,-0.021,-1.003,0.073
,-0.019,-1.003,0.074
,-0.024,-1.005,0.069
,-0.017,-1.002,0.074
,-0.021,-1.004,0.072
,-0.024,-1.004,0.071
,-0.018,-1.002,0.075
,-0.024,-1.005,0.07
,-0.022,-1.004,0.072
,-0.018,-1.001,0.074
,-0.023,-1.004,0.07
,-0.019,-1.003,0.073
,-0.021,-1.003,0.072
,-0.025,-1.006,0.069
,-0.018,-1.002,0.074
,-0.021,-1.004,0.07
,-0.023,-1.004,0.07
,-0.017,-1.002,0.073
,-0.023,-1.003,0.069
,-0.019,-1.003,0.072
,-0.018,-1.003,0.074
,-0.023,-1.004,0.069
,-0.019,-1.001,0.073
,-0.02,-1.001,0.072
,-0.023,-1.002,0.07
,-0.016,-1.001,0.075
,-0.023,-1.005,0.07
,-0.021,-1.004,0.071
,-0.017,-1.003,0.074
,-0.023,-1.004,0.069
,-0.019,-1.004,0.073
,-0.018,-1.003,0.074
,-0.024,-1.005,0.07
,-0.018,-1.003,0.075
,-0.021,-1.002,0.071
,-0.022,-1.005,0.07
,-0.017,-1.003,0.074
,-0.023,-1.006,0.069
,-0.022,-1.003,0.072
,-0.018,-1.001,0.074
,-0.024,-1.004,0.069
,-0.019,-1.004,0.074
,-0.02,-1.005,0.072
,-0.023,-1.006,0.07
,-0.017,-1.003,0.074
,-0.021,-1.004,0.071
